year,rhum_P1000,rhum_P300,rhum_P500,rhum_P850,shum_P1000,shum_P300,shum_P500,shum_P850,temp_P1000,temp_P300,temp_P500,temp_P850,uwnd_P1000,uwnd_P300,uwnd_P500,uwnd_P850,vvel_P1000,vvel_P300,vvel_P500,vvel_P850,vwnd_P1000,vwnd_P300,vwnd_P500,vwnd_P850,zpt_P1000,zpt_P300,zpt_P500,zpt_P850,hwds
1940,66.06210100388199,41.91959608377329,41.02757022111801,61.368732721428565,0.0162313001236801,0.0002551438355601,0.0017365122763128,0.0097778626410015,28.737253229813685,-33.8265173680124,-8.26659688664594,19.04011245341617,1.257527393367236,23.02122414326087,12.919405773402175,4.629037681262345,-0.0319790321987057,-0.0407031792753183,-0.0696457434018354,0.0034283184096273,3.2970390551121898,2.393844838216848,0.0358267855178571,1.5372429117508852,497.6909942338121,93870.87007763976,56882.88555434782,14436.93794332298,0
1941,62.169653233695655,34.26715432787267,35.55279328361801,61.52023270341616,0.015954227062267,0.0001679324229541,0.0013465489466304,0.010284306382531,29.59113517080748,-34.014448377329174,-8.894445473602463,19.66628484472052,1.597490251010559,24.78907349998028,12.086802086014751,4.431189428874223,-0.04000814507684,-0.0437096455957496,-0.0293907036838043,-0.0558962112340528,3.609958954313509,3.0098758434458848,-0.268557767713354,2.233382394829775,528.1699995005434,93856.630628882,56945.87067546584,14504.854479037263,0
1942,52.301971892857146,33.86659155900622,28.78262679984472,58.35642663548137,0.0145354936479037,0.0002101915772003,0.0012732493114355,0.010002192220031,31.1371561956522,-33.61400609472047,-8.009063447204946,20.0478711956522,1.9472529966196428,19.908254256102484,9.671936275698757,4.338269490775854,-0.051321918190885,-0.0174614835398524,0.025225755018649,-0.1279430935745496,4.099028405867236,2.443516196520963,-0.4176988750357143,2.1276346291762422,454.31331611427015,93986.93310559008,57003.11552950311,14470.286908385093,8
1943,58.92599301824534,35.90077506234472,30.58640061304348,59.06157762290373,0.0148982313067546,0.000186829420104,0.0012466020328656,0.0093022451446428,29.246518602484493,-34.920194076086936,-8.271876762422337,18.860228478260893,1.6523977265716614,13.849095398283698,8.093203882207298,3.886805252876552,-0.0330060964611288,0.0293598440580667,0.1153435146284984,-0.0292221210195023,4.305409472352484,2.3093703088687887,-1.9765970247308229,3.2119514046319875,474.2079471604814,93769.21020962732,56859.09313354037,14411.323647515528,0
1944,50.54529533307453,37.60121757546584,29.280609740683232,59.531037596273286,0.0136707621882763,0.0001776456910597,0.0011632300312096,0.0097507623458074,30.746663237577664,-34.64375882763973,-8.130239192546561,19.373281118012446,1.8661870535725933,19.640898487579967,11.222071201645964,4.116558502926242,-0.0436712289378447,0.0002456081703757,0.0098278732701086,-0.1109351151370729,3.378699353354014,1.706263665507764,-0.6743756597072205,1.6489901820263977,549.3844604130435,93969.27344720498,57000.741717391305,14535.962559006211,0
1945,52.47548170442546,24.731593623524844,24.72668771199534,60.573016021739136,0.0141102688347049,0.0001266482547352,0.0009439577521475,0.0098544042895186,30.515040698757787,-33.81261453416147,-8.175229852484449,19.337224378882013,1.5949809612395962,18.248453950487423,10.871186970881988,4.021139316909937,-0.0395079814180357,0.0156926666933385,0.0389489375355124,-0.0205954560119705,3.657344201320109,2.883017271406444,-1.746385012022826,1.952451530197516,513.4550992357764,93945.16270962732,56969.05466459628,14493.973953416147,0
1946,56.3106101984472,33.65449455900621,30.76504192903727,58.90413087267081,0.0145539299255434,0.0002131835162538,0.0013650279642818,0.0097099622512422,30.03937465838512,-32.52225653726706,-7.097513920807431,19.38237515527953,1.3638954402247672,16.305402563234473,10.455944435315216,3.5810544746529507,-0.044663337455163,0.0058639700414518,0.0822153224018548,-0.0778543905367701,2.741463321578152,2.7647590830535718,-0.7253788809045031,1.6411610468015527,525.127099186646,94281.67867236024,57063.87411801243,14496.35788742236,0
1947,52.49883744510869,34.72784653625776,28.985018350830742,57.473605581909936,0.0149605512669254,0.0002274143755423,0.0013174056150015,0.0101220885854037,31.643728540372692,-32.2153648059006,-6.485352499999977,20.65740166925468,1.9204877991419251,15.21856894612174,10.859688672401395,4.830189466995342,-0.0494039947258447,-0.020116834208458,0.0607008932282973,-0.1374247293119216,4.188160818744255,4.402296338281056,-0.7336570301871118,1.7378233899729036,466.3124393563664,94416.67366459628,57141.14233695653,14507.925986801243,14
1948,62.80066191304348,55.66344302259317,39.75649635512423,59.2207364912267,0.0154798921148291,0.0003250707938148,0.0016487448115357,0.0099742620623447,29.031525776397537,-34.314651467391286,-8.172263610248423,19.61096916925468,1.1223840412783386,14.989285961871891,9.60472602957764,4.342463882951087,-0.0371696949178128,-0.1041377906216304,0.0178711104139363,-0.0410651021844254,3.637708296649845,2.8171631691015526,-0.3426723351415373,3.0399582187916923,488.398141753292,93940.58492236024,56952.62040527951,14448.279882763974,0
1949,75.14938145496895,61.63539946358696,50.200397290714285,71.75345277795032,0.0169323601991459,0.0004206317927236,0.0022516007120923,0.0113389995352484,27.19517541149071,-32.966915590062094,-7.224025489130411,18.606853004658408,0.9125039469802796,11.516743300409392,8.11066893500233,4.462332332386103,-0.0351210973502826,-0.0837583157561878,0.040458811159663,0.0067407684527463,3.308501202156521,5.694188865164596,1.2479775907028725,2.935634898398998,587.3448112096273,94195.89069099378,57050.79412732919,14491.403899068322,0
